basemesh,gender,race,dst_type,dst_filename,dst_filepath,ref_filepath,METRO,DAME,FMPD,MSDM,MSDM2,RMS
BFL01,Female,Latin/Hispanic,Smooth,BFL01-Smooth_i20.obj,stimuli\BFL01\BFL01-Smooth_i20.obj,stimuli\BFL01\BFL01-ref.obj,0.01138,0.009649965,0.005191941,0.188208,0.19962,1.1006095
BFL02,Female,Latin/Hispanic,Noise_f0.01,BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,0,0,0,0,0,0.0
BFL02,Female,Latin/Hispanic,Noise_f0.01,BFL02-Noise_f0.01_a05.0000.obj,stimuli\BFL02\BFL02-Noise_f0.01_a05.0000.obj,stimuli\BFL02\BFL02-ref.obj,0.003588,0.005444618,0.001655317,0.129036,0.187157,0.5465355000000001
BFL02,Female,Latin/Hispanic,Noise_f0.01,BFL02-Noise_f0.01_a08.3330.obj,stimuli\BFL02\BFL02-Noise_f0.01_a08.3330.obj,stimuli\BFL02\BFL02-ref.obj,0.005964,0.009084127,0.004543819,0.19503,0.285793,0.9080680000000001
BFL02,Female,Latin/Hispanic,Noise_f0.01,BFL02-Noise_f0.01_a11.6665.obj,stimuli\BFL02\BFL02-Noise_f0.01_a11.6665.obj,stimuli\BFL02\BFL02-ref.obj,0.008329,0.012738523,0.008180957,0.261925,0.343439,1.2664395
BFL02,Female,Latin/Hispanic,Noise_f0.01,BFL02-Noise_f0.01_a15.0000.obj,stimuli\BFL02\BFL02-Noise_f0.01_a15.0000.obj,stimuli\BFL02\BFL02-ref.obj,0.010681,0.01641269,0.012408926,0.31801,0.387949,1.621035
BFL02,Female,Latin/Hispanic,Noise_f0.06,BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,0,0,0,0,0,0.0
BFL02,Female,Latin/Hispanic,Noise_f0.06,BFL02-Noise_f0.06_a00.2100.obj,stimuli\BFL02\BFL02-Noise_f0.06_a00.2100.obj,stimuli\BFL02\BFL02-ref.obj,0.000206,0.004961967,0.007043854,0.076093,0.0894521,0.0237805
BFL02,Female,Latin/Hispanic,Noise_f0.06,BFL02-Noise_f0.06_a00.3500.obj,stimuli\BFL02\BFL02-Noise_f0.06_a00.3500.obj,stimuli\BFL02\BFL02-ref.obj,0.000344,0.008269472,0.017703153,0.095874,0.140992,0.0396325
BFL02,Female,Latin/Hispanic,Noise_f0.06,BFL02-Noise_f0.06_a00.4900.obj,stimuli\BFL02\BFL02-Noise_f0.06_a00.4900.obj,stimuli\BFL02\BFL02-ref.obj,0.000482,0.011577643,0.029696901,0.115442,0.182204,0.055485
BFL02,Female,Latin/Hispanic,Noise_f0.06,BFL02-Noise_f0.06_a00.6300.obj,stimuli\BFL02\BFL02-Noise_f0.06_a00.6300.obj,stimuli\BFL02\BFL02-ref.obj,0.000619,0.014886206,0.041799693,0.136028,0.216206,0.07133149999999999
BFL02,Female,Latin/Hispanic,Noise_f0.34,BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,0,0,0,0,0,0.0
BFL02,Female,Latin/Hispanic,Noise_f0.34,BFL02-Noise_f0.34_a00.0675.obj,stimuli\BFL02\BFL02-Noise_f0.34_a00.0675.obj,stimuli\BFL02\BFL02-ref.obj,7.60E-05,0.008581545,0.022481077,0.091472,0.165074,0.0064935
BFL02,Female,Latin/Hispanic,Noise_f0.34,BFL02-Noise_f0.34_a00.1125.obj,stimuli\BFL02\BFL02-Noise_f0.34_a00.1125.obj,stimuli\BFL02\BFL02-ref.obj,0.000126,0.014302286,0.05097755,0.11421,0.248601,0.0108165
BFL02,Female,Latin/Hispanic,Noise_f0.34,BFL02-Noise_f0.34_a00.1575.obj,stimuli\BFL02\BFL02-Noise_f0.34_a00.1575.obj,stimuli\BFL02\BFL02-ref.obj,0.000175,0.020024726,0.078695776,0.137038,0.315128,0.015137999999999999
BFL02,Female,Latin/Hispanic,Noise_f0.34,BFL02-Noise_f0.34_a00.2025.obj,stimuli\BFL02\BFL02-Noise_f0.34_a00.2025.obj,stimuli\BFL02\BFL02-ref.obj,0.000226,0.025748498,0.10570369,0.157864,0.369652,0.019454
BFL02,Female,Latin/Hispanic,Noise_f2.00,BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,0,0,0,0,0,0.0
BFL02,Female,Latin/Hispanic,Noise_f2.00,BFL02-Noise_f2.00_a00.0740.obj,stimuli\BFL02\BFL02-Noise_f2.00_a00.0740.obj,stimuli\BFL02\BFL02-ref.obj,8.90E-05,0.014061178,0.05216135,0.127039,0.28806,0.006397
BFL02,Female,Latin/Hispanic,Noise_f2.00,BFL02-Noise_f2.00_a00.1233.obj,stimuli\BFL02\BFL02-Noise_f2.00_a00.1233.obj,stimuli\BFL02\BFL02-ref.obj,0.000148,0.02344247,0.096391629,0.153638,0.405144,0.010642
BFL02,Female,Latin/Hispanic,Noise_f2.00,BFL02-Noise_f2.00_a00.1727.obj,stimuli\BFL02\BFL02-Noise_f2.00_a00.1727.obj,stimuli\BFL02\BFL02-ref.obj,0.000207,0.032837415,0.138812393,0.178882,0.48509,0.014876
BFL02,Female,Latin/Hispanic,Noise_f2.00,BFL02-Noise_f2.00_a00.2220.obj,stimuli\BFL02\BFL02-Noise_f2.00_a00.2220.obj,stimuli\BFL02\BFL02-ref.obj,0.000266,0.04225068,0.179971632,0.202701,0.543721,0.019096000000000002
BFL02,Female,Latin/Hispanic,Simp,BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,0,-1,0,-1,0,0.0
BFL02,Female,Latin/Hispanic,Simp,BFL02-Simp_p25.00.obj,stimuli\BFL02\BFL02-Simp_p25.00.obj,stimuli\BFL02\BFL02-ref.obj,0.00034,-1,0.050260393,-1,0.278965,0.0074055
BFL02,Female,Latin/Hispanic,Simp,BFL02-Simp_p12.50.obj,stimuli\BFL02\BFL02-Simp_p12.50.obj,stimuli\BFL02\BFL02-ref.obj,0.000862,-1,0.127076972,-1,0.390004,0.0171775
BFL02,Female,Latin/Hispanic,Simp,BFL02-Simp_p06.25.obj,stimuli\BFL02\BFL02-Simp_p06.25.obj,stimuli\BFL02\BFL02-ref.obj,0.000822,-1,0.260023668,-1,0.465288,0.0358555
BFL02,Female,Latin/Hispanic,Simp,BFL02-Simp_p03.12.obj,stimuli\BFL02\BFL02-Simp_p03.12.obj,stimuli\BFL02\BFL02-ref.obj,0.001485,-1,0.447008791,-1,0.517547,0.071545
BFL02,Female,Latin/Hispanic,Smooth,BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,stimuli\BFL02\BFL02-ref.obj,0,0,0,0,0,0.0
BFL02,Female,Latin/Hispanic,Smooth,BFL02-Smooth_i02.obj,stimuli\BFL02\BFL02-Smooth_i02.obj,stimuli\BFL02\BFL02-ref.obj,0.001976,0.002811874,0.004484937,0.105873,0.0660392,0.1310695
BFL02,Female,Latin/Hispanic,Smooth,BFL02-Smooth_i06.obj,stimuli\BFL02\BFL02-Smooth_i06.obj,stimuli\BFL02\BFL02-ref.obj,0.005229,0.005437728,0.00541791,0.133319,0.115316,0.3828195
BFL02,Female,Latin/Hispanic,Smooth,BFL02-Smooth_i12.obj,stimuli\BFL02\BFL02-Smooth_i12.obj,stimuli\BFL02\BFL02-ref.obj,0.009917,0.00792776,0.005929827,0.159413,0.159252,0.7399914999999999
BFL02,Female,Latin/Hispanic,Smooth,BFL02-Smooth_i20.obj,stimuli\BFL02\BFL02-Smooth_i20.obj,stimuli\BFL02\BFL02-ref.obj,0.015682,0.010084519,0.006261885,0.18881,0.200492,1.186264
BFL03,Female,Latin/Hispanic,Noise_f0.01,BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,0,0,0,0,0,0.0
BFL03,Female,Latin/Hispanic,Noise_f0.01,BFL03-Noise_f0.01_a05.0000.obj,stimuli\BFL03\BFL03-Noise_f0.01_a05.0000.obj,stimuli\BFL03\BFL03-ref.obj,0.003755,0.005583019,0.000769462,0.133486,0.203276,0.53965
BFL03,Female,Latin/Hispanic,Noise_f0.01,BFL03-Noise_f0.01_a08.3330.obj,stimuli\BFL03\BFL03-Noise_f0.01_a08.3330.obj,stimuli\BFL03\BFL03-ref.obj,0.006247,0.009320652,0.002229793,0.203645,0.28851,0.896119
BFL03,Female,Latin/Hispanic,Noise_f0.01,BFL03-Noise_f0.01_a11.6665.obj,stimuli\BFL03\BFL03-Noise_f0.01_a11.6665.obj,stimuli\BFL03\BFL03-ref.obj,0.008729,0.013077427,0.004561724,0.275783,0.350472,1.249129
BFL03,Female,Latin/Hispanic,Noise_f0.01,BFL03-Noise_f0.01_a15.0000.obj,stimuli\BFL03\BFL03-Noise_f0.01_a15.0000.obj,stimuli\BFL03\BFL03-ref.obj,0.011198,0.0168584,0.007533269,0.334786,0.393004,1.5982865
BFL03,Female,Latin/Hispanic,Noise_f0.06,BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,0,0,0,0,0,0.0
BFL03,Female,Latin/Hispanic,Noise_f0.06,BFL03-Noise_f0.06_a00.2100.obj,stimuli\BFL03\BFL03-Noise_f0.06_a00.2100.obj,stimuli\BFL03\BFL03-ref.obj,0.000218,0.005087459,0.005410817,0.079262,0.0892558,0.023731000000000002
BFL03,Female,Latin/Hispanic,Noise_f0.06,BFL03-Noise_f0.06_a00.3500.obj,stimuli\BFL03\BFL03-Noise_f0.06_a00.3500.obj,stimuli\BFL03\BFL03-ref.obj,0.000363,0.008478843,0.015706451,0.098377,0.141732,0.0395485
BFL03,Female,Latin/Hispanic,Noise_f0.06,BFL03-Noise_f0.06_a00.4900.obj,stimuli\BFL03\BFL03-Noise_f0.06_a00.4900.obj,stimuli\BFL03\BFL03-ref.obj,0.000509,0.011871051,0.027495509,0.118323,0.184109,0.0553685
BFL03,Female,Latin/Hispanic,Noise_f0.06,BFL03-Noise_f0.06_a00.6300.obj,stimuli\BFL03\BFL03-Noise_f0.06_a00.6300.obj,stimuli\BFL03\BFL03-ref.obj,0.000654,0.015263808,0.039346672,0.138614,0.218888,0.071183
BFL03,Female,Latin/Hispanic,Noise_f0.34,BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,0,0,0,0,0,0.0
BFL03,Female,Latin/Hispanic,Noise_f0.34,BFL03-Noise_f0.34_a00.0675.obj,stimuli\BFL03\BFL03-Noise_f0.34_a00.0675.obj,stimuli\BFL03\BFL03-ref.obj,7.70E-05,0.008844595,0.02223006,0.093314,0.163831,0.006455499999999999
BFL03,Female,Latin/Hispanic,Noise_f0.34,BFL03-Noise_f0.34_a00.1125.obj,stimuli\BFL03\BFL03-Noise_f0.34_a00.1125.obj,stimuli\BFL03\BFL03-ref.obj,0.000129,0.014741232,0.051169091,0.118503,0.246845,0.0107535
BFL03,Female,Latin/Hispanic,Noise_f0.34,BFL03-Noise_f0.34_a00.1575.obj,stimuli\BFL03\BFL03-Noise_f0.34_a00.1575.obj,stimuli\BFL03\BFL03-ref.obj,0.000181,0.020639971,0.079155349,0.142707,0.313324,0.015047999999999999
BFL03,Female,Latin/Hispanic,Noise_f0.34,BFL03-Noise_f0.34_a00.2025.obj,stimuli\BFL03\BFL03-Noise_f0.34_a00.2025.obj,stimuli\BFL03\BFL03-ref.obj,0.000232,0.026540337,0.106468429,0.164551,0.368081,0.019339000000000002
BFL03,Female,Latin/Hispanic,Noise_f2.00,BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,0,0,0,0,0,0.0
BFL03,Female,Latin/Hispanic,Noise_f2.00,BFL03-Noise_f2.00_a00.0740.obj,stimuli\BFL03\BFL03-Noise_f2.00_a00.0740.obj,stimuli\BFL03\BFL03-ref.obj,8.30E-05,0.01437389,0.053966414,0.127381,0.284435,0.006384
BFL03,Female,Latin/Hispanic,Noise_f2.00,BFL03-Noise_f2.00_a00.1233.obj,stimuli\BFL03\BFL03-Noise_f2.00_a00.1233.obj,stimuli\BFL03\BFL03-ref.obj,0.000139,0.023963963,0.098369114,0.153855,0.401246,0.010623
BFL03,Female,Latin/Hispanic,Noise_f2.00,BFL03-Noise_f2.00_a00.1727.obj,stimuli\BFL03\BFL03-Noise_f2.00_a00.1727.obj,stimuli\BFL03\BFL03-ref.obj,0.000194,0.033568195,0.140906727,0.178851,0.481794,0.0148475
BFL03,Female,Latin/Hispanic,Noise_f2.00,BFL03-Noise_f2.00_a00.2220.obj,stimuli\BFL03\BFL03-Noise_f2.00_a00.2220.obj,stimuli\BFL03\BFL03-ref.obj,0.00025,0.043190747,0.182128613,0.203268,0.540839,0.0190595
BFL03,Female,Latin/Hispanic,Simp,BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,0,-1,0,-1,0,0.0
BFL03,Female,Latin/Hispanic,Simp,BFL03-Simp_p25.00.obj,stimuli\BFL03\BFL03-Simp_p25.00.obj,stimuli\BFL03\BFL03-ref.obj,0.000308,-1,0.05215835,-1,0.283415,0.007715
BFL03,Female,Latin/Hispanic,Simp,BFL03-Simp_p12.50.obj,stimuli\BFL03\BFL03-Simp_p12.50.obj,stimuli\BFL03\BFL03-ref.obj,0.000548,-1,0.134098066,-1,0.391414,0.017896
BFL03,Female,Latin/Hispanic,Simp,BFL03-Simp_p06.25.obj,stimuli\BFL03\BFL03-Simp_p06.25.obj,stimuli\BFL03\BFL03-ref.obj,0.001119,-1,0.275023009,-1,0.464012,0.037207500000000004
BFL03,Female,Latin/Hispanic,Simp,BFL03-Simp_p03.12.obj,stimuli\BFL03\BFL03-Simp_p03.12.obj,stimuli\BFL03\BFL03-ref.obj,0.00202,-1,0.469349571,-1,0.525746,0.074011
BFL03,Female,Latin/Hispanic,Smooth,BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,stimuli\BFL03\BFL03-ref.obj,0,0,0,0,0,0.0
BFL03,Female,Latin/Hispanic,Smooth,BFL03-Smooth_i02.obj,stimuli\BFL03\BFL03-Smooth_i02.obj,stimuli\BFL03\BFL03-ref.obj,0.001878,0.002825119,0.003883444,0.107073,0.0674418,0.1095715
BFL03,Female,Latin/Hispanic,Smooth,BFL03-Smooth_i06.obj,stimuli\BFL03\BFL03-Smooth_i06.obj,stimuli\BFL03\BFL03-ref.obj,0.0045,0.005467534,0.004499261,0.134634,0.116354,0.32058600000000004
BFL03,Female,Latin/Hispanic,Smooth,BFL03-Smooth_i12.obj,stimuli\BFL03\BFL03-Smooth_i12.obj,stimuli\BFL03\BFL03-ref.obj,0.007896,0.0079272,0.004843696,0.160286,0.160485,0.6221114999999999
BFL03,Female,Latin/Hispanic,Smooth,BFL03-Smooth_i20.obj,stimuli\BFL03\BFL03-Smooth_i20.obj,stimuli\BFL03\BFL03-ref.obj,0.011842,0.009989946,0.005007914,0.190124,0.201434,1.003226
BFL04,Female,Latin/Hispanic,Noise_f0.01,BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,0,0,0,0,0,0.0
BFL04,Female,Latin/Hispanic,Noise_f0.01,BFL04-Noise_f0.01_a05.0000.obj,stimuli\BFL04\BFL04-Noise_f0.01_a05.0000.obj,stimuli\BFL04\BFL04-ref.obj,0.003691,0.005617801,0.000983109,0.128142,0.188958,0.5468014999999999
BFL04,Female,Latin/Hispanic,Noise_f0.01,BFL04-Noise_f0.01_a08.3330.obj,stimuli\BFL04\BFL04-Noise_f0.01_a08.3330.obj,stimuli\BFL04\BFL04-ref.obj,0.006137,0.009377808,0.00293544,0.193255,0.281345,0.9081135
BFL04,Female,Latin/Hispanic,Noise_f0.01,BFL04-Noise_f0.01_a11.6665.obj,stimuli\BFL04\BFL04-Noise_f0.01_a11.6665.obj,stimuli\BFL04\BFL04-ref.obj,0.008571,0.013157667,0.00608165,0.261143,0.343997,1.265492
BFL04,Female,Latin/Hispanic,Noise_f0.01,BFL04-Noise_f0.01_a15.0000.obj,stimuli\BFL04\BFL04-Noise_f0.01_a15.0000.obj,stimuli\BFL04\BFL04-ref.obj,0.010991,0.016962848,0.009929871,0.315176,0.391196,1.6184785000000002
BFL04,Female,Latin/Hispanic,Noise_f0.06,BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,0,0,0,0,0,0.0
BFL04,Female,Latin/Hispanic,Noise_f0.06,BFL04-Noise_f0.06_a00.2100.obj,stimuli\BFL04\BFL04-Noise_f0.06_a00.2100.obj,stimuli\BFL04\BFL04-ref.obj,0.000194,0.005103912,0.006231166,0.075529,0.0904438,0.023837999999999998
BFL04,Female,Latin/Hispanic,Noise_f0.06,BFL04-Noise_f0.06_a00.3500.obj,stimuli\BFL04\BFL04-Noise_f0.06_a00.3500.obj,stimuli\BFL04\BFL04-ref.obj,0.000324,0.008506648,0.016630324,0.095988,0.14309,0.0397215
BFL04,Female,Latin/Hispanic,Noise_f0.06,BFL04-Noise_f0.06_a00.4900.obj,stimuli\BFL04\BFL04-Noise_f0.06_a00.4900.obj,stimuli\BFL04\BFL04-ref.obj,0.000453,0.01191052,0.028704193,0.117917,0.185349,0.0556035
BFL04,Female,Latin/Hispanic,Noise_f0.06,BFL04-Noise_f0.06_a00.6300.obj,stimuli\BFL04\BFL04-Noise_f0.06_a00.6300.obj,stimuli\BFL04\BFL04-ref.obj,0.000583,0.015315218,0.041174647,0.138784,0.220005,0.071478
BFL04,Female,Latin/Hispanic,Noise_f0.34,BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,0,0,0,0,0,0.0
BFL04,Female,Latin/Hispanic,Noise_f0.34,BFL04-Noise_f0.34_a00.0675.obj,stimuli\BFL04\BFL04-Noise_f0.34_a00.0675.obj,stimuli\BFL04\BFL04-ref.obj,7.10E-05,0.008789516,0.022664568,0.092966,0.169703,0.0064589999999999995
BFL04,Female,Latin/Hispanic,Noise_f0.34,BFL04-Noise_f0.34_a00.1125.obj,stimuli\BFL04\BFL04-Noise_f0.34_a00.1125.obj,stimuli\BFL04\BFL04-ref.obj,0.000118,0.014649628,0.051523809,0.117742,0.253803,0.010759000000000001
BFL04,Female,Latin/Hispanic,Noise_f0.34,BFL04-Noise_f0.34_a00.1575.obj,stimuli\BFL04\BFL04-Noise_f0.34_a00.1575.obj,stimuli\BFL04\BFL04-ref.obj,0.000165,0.020511829,0.07959457,0.141956,0.320681,0.0150575
BFL04,Female,Latin/Hispanic,Noise_f0.34,BFL04-Noise_f0.34_a00.2025.obj,stimuli\BFL04\BFL04-Noise_f0.34_a00.2025.obj,stimuli\BFL04\BFL04-ref.obj,0.000212,0.026375818,0.106774887,0.164773,0.375569,0.019348999999999998
BFL04,Female,Latin/Hispanic,Noise_f2.00,BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,0,0,0,0,0,0.0
BFL04,Female,Latin/Hispanic,Noise_f2.00,BFL04-Noise_f2.00_a00.0740.obj,stimuli\BFL04\BFL04-Noise_f2.00_a00.0740.obj,stimuli\BFL04\BFL04-ref.obj,8.60E-05,0.014423302,0.052963959,0.129734,0.294558,0.006442
BFL04,Female,Latin/Hispanic,Noise_f2.00,BFL04-Noise_f2.00_a00.1233.obj,stimuli\BFL04\BFL04-Noise_f2.00_a00.1233.obj,stimuli\BFL04\BFL04-ref.obj,0.000144,0.024045803,0.096829088,0.157998,0.412021,0.0107185
BFL04,Female,Latin/Hispanic,Noise_f2.00,BFL04-Noise_f2.00_a00.1727.obj,stimuli\BFL04\BFL04-Noise_f2.00_a00.1727.obj,stimuli\BFL04\BFL04-ref.obj,0.000201,0.033681758,0.139338978,0.184442,0.492044,0.0149825
BFL04,Female,Latin/Hispanic,Noise_f2.00,BFL04-Noise_f2.00_a00.2220.obj,stimuli\BFL04\BFL04-Noise_f2.00_a00.2220.obj,stimuli\BFL04\BFL04-ref.obj,0.000259,0.043335476,0.180587406,0.209876,0.55059,0.019232
BFL04,Female,Latin/Hispanic,Simp,BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,0,-1,0,-1,0,0.0
BFL04,Female,Latin/Hispanic,Simp,BFL04-Simp_p25.00.obj,stimuli\BFL04\BFL04-Simp_p25.00.obj,stimuli\BFL04\BFL04-ref.obj,0.000335,-1,0.045842405,-1,0.27751,0.0072285
BFL04,Female,Latin/Hispanic,Simp,BFL04-Simp_p12.50.obj,stimuli\BFL04\BFL04-Simp_p12.50.obj,stimuli\BFL04\BFL04-ref.obj,0.000772,-1,0.123146795,-1,0.386212,0.017001000000000002
BFL04,Female,Latin/Hispanic,Simp,BFL04-Simp_p06.25.obj,stimuli\BFL04\BFL04-Simp_p06.25.obj,stimuli\BFL04\BFL04-ref.obj,0.001221,-1,0.262038393,-1,0.457951,0.035861000000000004
BFL04,Female,Latin/Hispanic,Simp,BFL04-Simp_p03.12.obj,stimuli\BFL04\BFL04-Simp_p03.12.obj,stimuli\BFL04\BFL04-ref.obj,0.001435,-1,0.438754051,-1,0.515184,0.070545
BFL04,Female,Latin/Hispanic,Smooth,BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,stimuli\BFL04\BFL04-ref.obj,0,0,0,0,0,0.0
BFL04,Female,Latin/Hispanic,Smooth,BFL04-Smooth_i02.obj,stimuli\BFL04\BFL04-Smooth_i02.obj,stimuli\BFL04\BFL04-ref.obj,0.001865,0.002854562,0.003625746,0.110417,0.0674264,0.120448
BFL04,Female,Latin/Hispanic,Smooth,BFL04-Smooth_i06.obj,stimuli\BFL04\BFL04-Smooth_i06.obj,stimuli\BFL04\BFL04-ref.obj,0.004492,0.005583939,0.004172712,0.137968,0.116711,0.3520395
BFL04,Female,Latin/Hispanic,Smooth,BFL04-Smooth_i12.obj,stimuli\BFL04\BFL04-Smooth_i12.obj,stimuli\BFL04\BFL04-ref.obj,0.008366,0.00815849,0.004429617,0.163806,0.161908,0.681681
BFL04,Female,Latin/Hispanic,Smooth,BFL04-Smooth_i20.obj,stimuli\BFL04\BFL04-Smooth_i20.obj,stimuli\BFL04\BFL04-ref.obj,0.01314,0.01037176,0.004511427,0.192809,0.203304,1.0960975
BFL05,Female,Latin/Hispanic,Noise_f0.01,BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,0,0,0,0,0,0.0
BFL05,Female,Latin/Hispanic,Noise_f0.01,BFL05-Noise_f0.01_a05.0000.obj,stimuli\BFL05\BFL05-Noise_f0.01_a05.0000.obj,stimuli\BFL05\BFL05-ref.obj,0.003709,0.00524601,0.00091325,0.133429,0.193952,0.5552619999999999
BFL05,Female,Latin/Hispanic,Noise_f0.01,BFL05-Noise_f0.01_a08.3330.obj,stimuli\BFL05\BFL05-Noise_f0.01_a08.3330.obj,stimuli\BFL05\BFL05-ref.obj,0.006163,0.008752992,0.002378333,0.204537,0.28894,0.9223645
BFL05,Female,Latin/Hispanic,Noise_f0.01,BFL05-Noise_f0.01_a11.6665.obj,stimuli\BFL05\BFL05-Noise_f0.01_a11.6665.obj,stimuli\BFL05\BFL05-ref.obj,0.008602,0.012273901,0.0047808,0.270327,0.346465,1.286233
BFL05,Female,Latin/Hispanic,Noise_f0.01,BFL05-Noise_f0.01_a15.0000.obj,stimuli\BFL05\BFL05-Noise_f0.01_a15.0000.obj,stimuli\BFL05\BFL05-ref.obj,0.011024,0.015813023,0.008308221,0.322324,0.39137,1.6462745
BFL05,Female,Latin/Hispanic,Noise_f0.06,BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,0,0,0,0,0,0.0
BFL05,Female,Latin/Hispanic,Noise_f0.06,BFL05-Noise_f0.06_a00.2100.obj,stimuli\BFL05\BFL05-Noise_f0.06_a00.2100.obj,stimuli\BFL05\BFL05-ref.obj,0.000214,0.004784801,0.005650615,0.0768,0.0887912,0.0239675
BFL05,Female,Latin/Hispanic,Noise_f0.06,BFL05-Noise_f0.06_a00.3500.obj,stimuli\BFL05\BFL05-Noise_f0.06_a00.3500.obj,stimuli\BFL05\BFL05-ref.obj,0.000357,0.007974386,0.016092077,0.096906,0.141288,0.0399355
BFL05,Female,Latin/Hispanic,Noise_f0.06,BFL05-Noise_f0.06_a00.4900.obj,stimuli\BFL05\BFL05-Noise_f0.06_a00.4900.obj,stimuli\BFL05\BFL05-ref.obj,0.0005,0.011164681,0.028080993,0.117302,0.182841,0.055892
BFL05,Female,Latin/Hispanic,Noise_f0.06,BFL05-Noise_f0.06_a00.6300.obj,stimuli\BFL05\BFL05-Noise_f0.06_a00.6300.obj,stimuli\BFL05\BFL05-ref.obj,0.000642,0.01435562,0.040148715,0.138037,0.216741,0.0718415
BFL05,Female,Latin/Hispanic,Noise_f0.34,BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,0,0,0,0,0,0.0
BFL05,Female,Latin/Hispanic,Noise_f0.34,BFL05-Noise_f0.34_a00.0675.obj,stimuli\BFL05\BFL05-Noise_f0.34_a00.0675.obj,stimuli\BFL05\BFL05-ref.obj,7.50E-05,0.008443983,0.023266451,0.090527,0.16741,0.0064694999999999996
BFL05,Female,Latin/Hispanic,Noise_f0.34,BFL05-Noise_f0.34_a00.1125.obj,stimuli\BFL05\BFL05-Noise_f0.34_a00.1125.obj,stimuli\BFL05\BFL05-ref.obj,0.000124,0.014073534,0.052558702,0.116621,0.250994,0.010777499999999999
BFL05,Female,Latin/Hispanic,Noise_f0.34,BFL05-Noise_f0.34_a00.1575.obj,stimuli\BFL05\BFL05-Noise_f0.34_a00.1575.obj,stimuli\BFL05\BFL05-ref.obj,0.000174,0.019705128,0.080931463,0.140519,0.317747,0.015081
BFL05,Female,Latin/Hispanic,Noise_f0.34,BFL05-Noise_f0.34_a00.2025.obj,stimuli\BFL05\BFL05-Noise_f0.34_a00.2025.obj,stimuli\BFL05\BFL05-ref.obj,0.000223,0.025338359,0.108359913,0.16301,0.372491,0.019379
BFL05,Female,Latin/Hispanic,Noise_f2.00,BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,0,0,0,0,0,0.0
BFL05,Female,Latin/Hispanic,Noise_f2.00,BFL05-Noise_f2.00_a00.0740.obj,stimuli\BFL05\BFL05-Noise_f2.00_a00.0740.obj,stimuli\BFL05\BFL05-ref.obj,9.00E-05,0.013956734,0.055943211,0.128438,0.294619,0.006428
BFL05,Female,Latin/Hispanic,Noise_f2.00,BFL05-Noise_f2.00_a00.1233.obj,stimuli\BFL05\BFL05-Noise_f2.00_a00.1233.obj,stimuli\BFL05\BFL05-ref.obj,0.000151,0.023267982,0.101917885,0.15611,0.412454,0.010696500000000001
BFL05,Female,Latin/Hispanic,Noise_f2.00,BFL05-Noise_f2.00_a00.1727.obj,stimuli\BFL05\BFL05-Noise_f2.00_a00.1727.obj,stimuli\BFL05\BFL05-ref.obj,0.000211,0.032592811,0.14560344,0.182419,0.492347,0.014949500000000001
BFL05,Female,Latin/Hispanic,Noise_f2.00,BFL05-Noise_f2.00_a00.2220.obj,stimuli\BFL05\BFL05-Noise_f2.00_a00.2220.obj,stimuli\BFL05\BFL05-ref.obj,0.000271,0.041935314,0.187551249,0.207999,0.550881,0.01919
BFL05,Female,Latin/Hispanic,Simp,BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,stimuli\BFL05\BFL05-ref.obj,0,-1,0,-1,0,0.0
