basemesh,dst_type,setting,magnitude,JOD,METRO,FMPD,DAME,MSDM,MSDM2,RMS
BML07,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,0.582395506657149,0.000198,0.005905486,0.005570515,0.077235,0.0870905,0.023522
BML07,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,0.158202162283168,0.000329,0.016993585,0.009284531,0.096742,0.139042,0.0391975
BML07,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.20230435708652,0.000461,0.029740393,0.012999987,0.116655,0.181817,0.054876
BML07,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-2.30592719908964,0.000593,0.042615841,0.016716502,0.13594,0.217824,0.0705525
BML07,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BML07,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-1.47984239176766,6.7e-05,0.02358582,0.009576985,0.090064,0.158728,0.006428
BML07,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.8872598630152,0.000112,0.053353474,0.015961876,0.11357,0.243765,0.0107075
BML07,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-1.76702497387609,0.000157,0.082102164,0.022349109,0.134947,0.311153,0.014983
BML07,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-2.19784174373212,0.000201,0.109831928,0.028738217,0.155302,0.365855,0.0192555
BML07,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BML07,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-0.348498543878276,8e-05,0.052320604,0.015120587,0.126456,0.271159,0.006412
BML07,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.985489320832139,0.000133,0.095395874,0.025206924,0.149993,0.386586,0.010669
BML07,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-1.22176151401,0.000187,0.136693193,0.035305819,0.173217,0.466388,0.0149145
BML07,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-3.35743534449052,0.00024,0.176732666,0.045420888,0.194772,0.52546,0.0191445
BML07,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BML07,Simp,close_flipped,Simp_p25.00,1.04119757675085,0.000276,0.0535107,-1,-1,0.274324,0.00803
BML07,Simp,close_flipped,Simp_p12.50,1.17349832517032,0.000702,0.136761114,-1,-1,0.38505,0.0188445
BML07,Simp,close_flipped,Simp_p06.25,0.175933271469327,0.001046,0.280095836,-1,-1,0.46222,0.0395635
BML07,Simp,close_flipped,Simp_p03.12,-0.381056421075282,0.00213,0.471601483,-1,-1,0.517117,0.0772975
BML07,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BML07,Smooth,close_flipped,Smooth_i02,-0.32339929161054,0.001854,0.004241556,0.003183542,0.108136,0.0666799,0.1167265
BML07,Smooth,close_flipped,Smooth_i06,0.650956013210733,0.004442,0.005006022,0.006199494,0.135862,0.115243,0.341057
BML07,Smooth,close_flipped,Smooth_i12,-0.215246466674204,0.007795,0.005308806,0.009065114,0.162406,0.160864,0.6606795
BML07,Smooth,close_flipped,Smooth_i20,-0.0345067400675121,0.01169,0.005368551,0.011527878,0.192396,0.203937,1.0633325
BML08,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BML08,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-0.568794091158075,0.003724,0.001283647,0.005881356,0.125033,0.177738,0.530511
BML08,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-0.695823267747997,0.006192,0.003861453,0.009810248,0.185396,0.268916,0.8817675
BML08,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-1.44765141869282,0.008647,0.007526545,0.013753764,0.251382,0.328966,1.2302525
BML08,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-1.84210679267431,0.011088,0.011943526,0.017717925,0.308047,0.374842,1.575157
BML08,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BML08,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-1.99951672416399,0.000209,0.007008246,0.005324626,0.077131,0.0894421,0.023864
BML08,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-2.48281471710262,0.000349,0.018711729,0.008874799,0.097396,0.141641,0.039773
BML08,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-3.54097133393154,0.000489,0.031881251,0.012426413,0.118162,0.184018,0.0556795
BML08,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-4.86006693482518,0.000628,0.04507312,0.015979131,0.138383,0.219248,0.0715825
BML08,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BML08,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-2.09989742007746,6.8e-05,0.022068234,0.009103692,0.091961,0.164805,0.0064595
BML08,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.46496647460639,0.000114,0.051003263,0.015172827,0.114543,0.250615,0.0107605
BML08,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-2.82554846592285,0.000159,0.079393095,0.021243871,0.136347,0.318076,0.0150595
BML08,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-4.50452392408076,0.000204,0.106961352,0.027316524,0.1569,0.372742,0.0193555
BML08,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BML08,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-0.333839942867833,7.1e-05,0.051441833,0.014636754,0.127367,0.278631,0.006401
BML08,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.906738939894864,0.000119,0.095010718,0.024402012,0.151664,0.394676,0.010651
BML08,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-1.02925656971741,0.000166,0.137440576,0.034181346,0.175276,0.474436,0.0148875
BML08,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-1.45264345886401,0.000213,0.178168209,0.043978911,0.197796,0.53304,0.0191115
BML08,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BML08,Simp,close_flipped,Simp_p25.00,1.14116077507232,0.000217,0.046719903,-1,-1,0.26749,0.0074345
BML08,Simp,close_flipped,Simp_p12.50,1.10526639475673,0.000456,0.124344493,-1,-1,0.379803,0.0176085
BML08,Simp,close_flipped,Simp_p06.25,-0.229109060889197,0.001033,0.26275193,-1,-1,0.458816,0.0368655
BML08,Simp,close_flipped,Simp_p03.12,-1.10149466442846,0.001387,0.446776986,-1,-1,0.513385,0.074125
BML08,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BML08,Smooth,close_flipped,Smooth_i02,-0.884614497212159,0.001745,0.004117824,0.00292405,0.107102,0.0640388,0.121636
BML08,Smooth,close_flipped,Smooth_i06,-0.626921538315891,0.004182,0.004867486,0.005685162,0.134348,0.111706,0.3560255
BML08,Smooth,close_flipped,Smooth_i12,-0.883725995864622,0.007338,0.005327193,0.00831182,0.159149,0.155586,0.6906905
BML08,Smooth,close_flipped,Smooth_i20,-1.51108848236501,0.011004,0.005561044,0.010566689,0.186386,0.196341,1.1127635
BML09,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BML09,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-0.0535838591830966,0.003665,0.000810432,0.005586201,0.124037,0.172971,0.541095
BML09,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,0.0535845347629716,0.006099,0.00226924,0.009319019,0.184235,0.269296,0.8989925
BML09,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-0.584623996384776,0.008523,0.004521284,0.013064866,0.25079,0.338208,1.2531085
BML09,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-1.34955997321687,0.01093,0.007568508,0.016828562,0.308559,0.386481,1.60301
BML09,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BML09,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,0.709029127193916,0.00019,0.006369647,0.005266323,0.079147,0.0880574,0.0237305
BML09,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-2.16156354692357,0.000317,0.016916847,0.008777559,0.098123,0.139698,0.0395425
BML09,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-4.54933592365112,0.000444,0.028878245,0.012290078,0.118388,0.182197,0.055357
BML09,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-4.78283198603368,0.000571,0.041178611,0.015803641,0.137191,0.217922,0.071172
BML09,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BML09,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-0.768444581741167,7.3e-05,0.023231021,0.009152891,0.09225,0.161798,0.0064945
BML09,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.8782495760861,0.000122,0.052598459,0.015255258,0.114648,0.247274,0.0108175
BML09,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-2.64735326788957,0.000171,0.081389395,0.021359804,0.136139,0.315273,0.0151415
BML09,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-4.08781773011382,0.00022,0.109059909,0.027466328,0.155792,0.370372,0.019457
BML09,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BML09,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,0.76249302063609,7.4e-05,0.051772722,0.014628003,0.127117,0.277846,0.0063495
BML09,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.76249547061312,0.000124,0.09468966,0.024386931,0.151314,0.394148,0.010564
BML09,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-0.670457727759518,0.000173,0.13668923,0.034159405,0.172822,0.473893,0.014769
BML09,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-2.39510578919156,0.000222,0.177396199,0.043948742,0.194851,0.532327,0.0189575
BML09,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BML09,Simp,close_flipped,Simp_p25.00,-0.203385478858515,0.000234,0.051028466,-1,-1,0.268809,0.0076965
BML09,Simp,close_flipped,Simp_p12.50,-0.468573740430552,0.000553,0.130156929,-1,-1,0.382603,0.017997
BML09,Simp,close_flipped,Simp_p06.25,-2.43581846233142,0.00094,0.268119733,-1,-1,0.460614,0.0372545
BML09,Simp,close_flipped,Simp_p03.12,-4.31582199593682,0.001755,0.465811129,-1,-1,0.518862,0.0745385
BML09,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BML09,Smooth,close_flipped,Smooth_i02,-0.01872915076736,0.001861,0.004115526,0.00294536,0.11037,0.0647391,0.1113795
BML09,Smooth,close_flipped,Smooth_i06,0.018731024087813,0.004459,0.004849401,0.005721238,0.136057,0.112876,0.325471
BML09,Smooth,close_flipped,Smooth_i12,-0.441648686408682,0.007825,0.005200553,0.008342343,0.161508,0.157777,0.6304745
BML09,Smooth,close_flipped,Smooth_i20,-0.211458639095238,0.011735,0.005371367,0.01057708,0.189514,0.200526,1.0147375
BMP01,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BMP01,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-0.134022938137307,0.003792,0.000821307,0.005569335,0.129117,0.177524,0.543295
BMP01,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-0.606024162489928,0.006304,0.002459698,0.009302268,0.194384,0.26765,0.902699
BMP01,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-0.935402608583486,0.008803,0.004623172,0.013058607,0.259176,0.326845,1.2593915
BMP01,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-2.87047318794702,0.011289,0.007660598,0.016844176,0.310337,0.371676,1.6125835
BMP01,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BMP01,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,0.699244948995776,0.000196,0.005709051,0.00511566,0.074097,0.0887794,0.023473
BMP01,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.997375459811448,0.000327,0.015737246,0.008526316,0.095877,0.141017,0.039117
BMP01,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.55346324821685,0.000458,0.027543135,0.011938079,0.117095,0.183423,0.0547645
BMP01,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-3.02193559380341,0.000589,0.039565096,0.015350854,0.137169,0.218785,0.0704045
BMP01,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BMP01,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,0.483137997645001,7.4e-05,0.021263962,0.008818797,0.091175,0.163645,0.0064115
BMP01,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.42898767547082,0.000123,0.049038706,0.01469831,0.116539,0.249574,0.0106805
BMP01,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-1.45357730658784,0.000172,0.076655077,0.020579999,0.141053,0.317739,0.0149455
BMP01,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-2.82368209706647,0.000221,0.103433448,0.026463409,0.163336,0.373046,0.019207
BMP01,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BMP01,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,0.796451973731148,7.9e-05,0.052969648,0.014481358,0.126425,0.290593,0.006388
BMP01,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,0.459583580517889,0.000131,0.096736334,0.024142628,0.154022,0.410039,0.0106295
BMP01,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,0.0441493680221406,0.000184,0.138670975,0.033818133,0.180334,0.491232,0.0148565
BMP01,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-0.879674672375967,0.000237,0.179109497,0.043512255,0.206408,0.550497,0.0190695
BMP01,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BMP01,Simp,close_flipped,Simp_p25.00,0.0240205001402033,0.000279,0.04855277,-1,-1,0.279127,0.0072465
BMP01,Simp,close_flipped,Simp_p12.50,-0.511375374027204,0.00054,0.127160673,-1,-1,0.387296,0.0169955
BMP01,Simp,close_flipped,Simp_p06.25,-1.28688104905087,0.000859,0.266378422,-1,-1,0.461457,0.035851
BMP01,Simp,close_flipped,Simp_p03.12,-2.38578727207766,0.001262,0.452710556,-1,-1,0.516331,0.070572
BMP01,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BMP01,Smooth,close_flipped,Smooth_i02,-0.0665318293474414,0.001832,0.003588678,0.002904616,0.110005,0.0703349,0.109711
BMP01,Smooth,close_flipped,Smooth_i06,-0.390828675940832,0.004391,0.004162571,0.00563102,0.137871,0.120565,0.321146
BMP01,Smooth,close_flipped,Smooth_i12,0.643805310762259,0.007704,0.00434219,0.008160573,0.165554,0.166221,0.62357
BMP01,Smooth,close_flipped,Smooth_i20,-0.0216256585047072,0.011552,0.00432608,0.010282414,0.197003,0.208844,1.0061165
BMW01,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BMW01,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,0.181053307659543,0.003711,0.000885559,0.005983328,0.129931,0.175307,0.536265
BMW01,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-2.00276557358479,0.006169,0.002652461,0.009983484,0.191883,0.268338,0.891175
BMW01,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-1.80475654223694,0.008613,0.005145198,0.014000285,0.25673,0.332541,1.243366
BMW01,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-3.76444228743522,0.011043,0.00852521,0.018039744,0.311952,0.383186,1.591793
BMW01,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BMW01,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.710733262036698,0.000186,0.005529025,0.005511285,0.077979,0.0876944,0.02363
BMW01,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.741647302404827,0.00031,0.016308007,0.009186022,0.097188,0.139904,0.039379
BMW01,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.0327484091483,0.000434,0.028824274,0.012862409,0.117996,0.182421,0.0551305
BMW01,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-1.26358630975442,0.000559,0.041451456,0.016540013,0.138335,0.217784,0.070875
BMW01,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BMW01,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-1.49429950805811,7.2e-05,0.023587534,0.009459802,0.090885,0.159197,0.0064145
BMW01,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-2.21522168412412,0.00012,0.053284209,0.015766604,0.114383,0.242323,0.0106845
BMW01,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-3.64197445821152,0.000168,0.082231687,0.022075634,0.1371,0.308758,0.0149525
BMW01,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-4.76021235903056,0.000217,0.110267388,0.028386483,0.158056,0.363233,0.019216
BMW01,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BMW01,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,0.161844741489328,8e-05,0.053261962,0.015084788,0.125172,0.269249,0.0064115
BMW01,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.161844794362494,0.000134,0.097141198,0.025147259,0.150425,0.384345,0.0106685
BMW01,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,0.270837127189598,0.000188,0.139215172,0.035222653,0.174348,0.464999,0.0149125
BMW01,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-1.12067599309763,0.000241,0.179932794,0.045315217,0.197324,0.524915,0.019144
BMW01,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BMW01,Simp,close_flipped,Simp_p25.00,-1.21126238075261,0.000292,0.053457951,-1,-1,0.279161,0.008121
BMW01,Simp,close_flipped,Simp_p12.50,-1.27199886782284,0.00068,0.138493463,-1,-1,0.388925,0.018969
BMW01,Simp,close_flipped,Simp_p06.25,-2.78564329930594,0.001341,0.290228254,-1,-1,0.463943,0.0395135
BMW01,Simp,close_flipped,Simp_p03.12,-2.92368615215798,0.001253,0.480873648,-1,-1,0.518429,0.07732
BMW01,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BMW01,Smooth,close_flipped,Smooth_i02,0.470323948079671,0.001843,0.004230525,0.003134863,0.110408,0.0675783,0.113947
BMW01,Smooth,close_flipped,Smooth_i06,-0.470324916621948,0.004417,0.005172178,0.006121693,0.136238,0.117591,0.332901
BMW01,Smooth,close_flipped,Smooth_i12,-0.873724303932802,0.00775,0.005521701,0.00897891,0.163844,0.162309,0.6446805
BMW01,Smooth,close_flipped,Smooth_i20,-1.44759307102152,0.011623,0.005714152,0.011458855,0.195299,0.205275,1.0371755
BMW02,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BMW02,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-0.390030598714221,0.003575,0.000797124,0.005384968,0.128155,0.182679,0.549309
BMW02,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-1.16310730959859,0.00594,0.00249655,0.008982655,0.191061,0.281922,0.9127455
BMW02,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-0.381897001134819,0.008291,0.00508406,0.012593128,0.258173,0.345981,1.2725135
BMW02,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-1.54909434105731,0.010627,0.008508575,0.016221155,0.315797,0.396309,1.628252
BMW02,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BMW02,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.92459655300661,0.000196,0.006226057,0.005004831,0.075515,0.0851502,0.024115
BMW02,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.658130683114192,0.000327,0.017173591,0.008341289,0.095058,0.13557,0.0401855
BMW02,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.71592128774513,0.000458,0.029964539,0.011678592,0.113597,0.177109,0.056261
BMW02,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-1.55261896727593,0.000589,0.04277009,0.015016485,0.132285,0.211919,0.072326
BMW02,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BMW02,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,0.132114645939116,6.8e-05,0.025584474,0.008809563,0.089525,0.161141,0.006489
BMW02,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-0.90291083204303,0.000113,0.05640879,0.01468363,0.112548,0.246048,0.01081
BMW02,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-1.62401943988969,0.000158,0.085979512,0.020560423,0.133743,0.31356,0.015127
BMW02,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-2.96621933446186,0.000203,0.114604483,0.026439556,0.154022,0.368384,0.01944
BMW02,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BMW02,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-0.361161890440617,7.4e-05,0.056564712,0.01437403,0.127187,0.280184,0.0064
BMW02,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-1.33659045729492,0.000123,0.102811604,0.023963814,0.151498,0.397047,0.0106495
BMW02,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-1.75592535664661,0.000173,0.146753233,0.033567663,0.174461,0.477042,0.014883
BMW02,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-3.30794048367775,0.000222,0.188976276,0.043189557,0.197489,0.535693,0.0191065
BMW02,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BMW02,Simp,close_flipped,Simp_p25.00,-0.266171873174506,0.000224,0.052990784,-1,-1,0.27386,0.007729
BMW02,Simp,close_flipped,Simp_p12.50,-2.56510371635986,0.000691,0.136877131,-1,-1,0.384343,0.018141
BMW02,Simp,close_flipped,Simp_p06.25,-2.91000478346912,0.000893,0.282901937,-1,-1,0.460269,0.0376845
BMW02,Simp,close_flipped,Simp_p03.12,-4.65636230185085,0.00148,0.476592832,-1,-1,0.518313,0.0752805
BMW02,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BMW02,Smooth,close_flipped,Smooth_i02,0.645645008739413,0.001849,0.004542057,0.002934361,0.110591,0.0676308,0.1158905
BMW02,Smooth,close_flipped,Smooth_i06,0.0854539495434001,0.00443,0.005329056,0.005762121,0.135855,0.116846,0.33883
BMW02,Smooth,close_flipped,Smooth_i12,0.0097774956533945,0.007774,0.005757085,0.008488798,0.162086,0.161471,0.656485
BMW02,Smooth,close_flipped,Smooth_i20,-0.331706654567461,0.011661,0.005990186,0.010890539,0.192553,0.203989,1.0562035
BMW03,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BMW03,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,0.534791082693292,0.003679,0.001070441,0.006001242,0.125755,0.184476,0.54129
BMW03,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,0.245793925792816,0.006117,0.002883695,0.010014177,0.186102,0.278419,0.899162
BMW03,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-0.554429004334768,0.008541,0.005438177,0.014044551,0.249788,0.336606,1.2538725
BMW03,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-1.3173843280479,0.010951,0.009023003,0.01809831,0.305551,0.382207,1.6048755
BMW03,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BMW03,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.189718167843375,0.000182,0.005251557,0.005442343,0.078028,0.0887881,0.0231705
BMW03,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.548244195300815,0.000303,0.015190227,0.00907016,0.09667,0.141651,0.038611
BMW03,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.16113417391174,0.000424,0.02688894,0.012698741,0.117058,0.184705,0.0540535
BMW03,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-2.51693811187664,0.000545,0.038675098,0.016327757,0.136894,0.220438,0.069481
BMW03,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BMW03,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-0.200688919042479,6.8e-05,0.02123097,0.009304171,0.092158,0.162941,0.006409
BMW03,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-0.568449315723685,0.000113,0.048901502,0.015506962,0.114909,0.247823,0.0106755
BMW03,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-1.19908195516133,0.000158,0.075875,0.021711689,0.137604,0.315315,0.014941
BMW03,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-1.65922946101836,0.000204,0.102774818,0.027917979,0.159501,0.370565,0.0191985
BMW03,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BMW03,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-1.58255267717589,8.3e-05,0.050763502,0.015075389,0.128924,0.280491,0.006406
BMW03,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-2.0506378393105,0.000139,0.092506408,0.025132982,0.153123,0.397557,0.0106595
BMW03,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-3.73919372021302,0.000194,0.133328996,0.03520451,0.176922,0.477721,0.014898
BMW03,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-4.25364085891591,0.00025,0.173422677,0.045293909,0.200143,0.536743,0.019125
BMW03,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BMW03,Simp,close_flipped,Simp_p25.00,-0.946488686096979,0.000325,0.049906854,-1,-1,0.278098,0.0076975
BMW03,Simp,close_flipped,Simp_p12.50,-1.56287889776259,0.000665,0.129455468,-1,-1,0.388495,0.017845
BMW03,Simp,close_flipped,Simp_p06.25,-3.73788571573508,0.000705,0.270019676,-1,-1,0.465344,0.0372595
BMW03,Simp,close_flipped,Simp_p03.12,-3.58844642297903,0.00154,0.453008034,-1,-1,0.517189,0.0731315
BMW03,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BMW03,Smooth,close_flipped,Smooth_i02,-0.950504140597815,0.001832,0.003790523,0.003027425,0.111318,0.0677158,0.112435
BMW03,Smooth,close_flipped,Smooth_i06,-1.46230011447335,0.00439,0.004445337,0.00586615,0.137981,0.117257,0.328931
BMW03,Smooth,close_flipped,Smooth_i12,-1.7315819271945,0.007702,0.004748982,0.008530341,0.165125,0.162743,0.6380915
BMW03,Smooth,close_flipped,Smooth_i20,-2.3874380063117,0.011551,0.004942815,0.010783553,0.194566,0.204813,1.0286015
BMW04,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BMW04,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,0.983953028902817,0.003574,0.000926496,0.005990263,0.133133,0.167455,0.531084
BMW04,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-0.191744965989809,0.005944,0.002665327,0.009995032,0.195569,0.260648,0.8828215
BMW04,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-0.78049474442639,0.008302,0.005299215,0.014017052,0.258895,0.324093,1.232071
BMW04,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-1.5667671276456,0.010646,0.008761659,0.018062058,0.309131,0.371759,1.5779365
BMW04,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BMW04,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.541864002010972,0.000187,0.005325691,0.005529989,0.07795,0.0877505,0.0236005
BMW04,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-1.07857677556259,0.000311,0.015322417,0.00921697,0.097585,0.139987,0.0393315
BMW04,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.69917222983895,0.000435,0.027240649,0.012905285,0.117376,0.182607,0.055061
BMW04,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-2.98214552297932,0.00056,0.039306607,0.016594632,0.136857,0.218144,0.0707855
BMW04,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
